Name,ASCII Name,Country Code,Population,Timezone,Latitude,Longitude
Hochheim am Main,Hochheim am Main,DE,17027,Europe/Berlin,50.01436,8.35218
Hochfeld,Hochfeld,DE,16292,Europe/Berlin,51.41943,6.75462
Hille,Hille,DE,16567,Europe/Berlin,52.33333,8.75
Hildesheim,Hildesheim,DE,103052,Europe/Berlin,52.15077,9.95112
Hilden,Hilden,DE,56565,Europe/Berlin,51.16818,6.93093
Hilchenbach,Hilchenbach,DE,16467,Europe/Berlin,50.99687,8.11062
Hiddenhausen,Hiddenhausen,DE,20771,Europe/Berlin,52.16667,8.61667
Heusweiler,Heusweiler,DE,20006,Europe/Berlin,49.33632,6.93036
Heusenstamm,Heusenstamm,DE,19012,Europe/Berlin,50.05553,8.80076
Hettstedt,Hettstedt,DE,15949,Europe/Berlin,51.6503,11.51146
Hessisch Oldendorf,Hessisch Oldendorf,DE,20129,Europe/Berlin,52.17269,9.24913
Herzogenrath,Herzogenrath,DE,47381,Europe/Berlin,50.86874,6.09317
Herzogenaurach,Herzogenaurach,DE,23319,Europe/Berlin,49.56798,10.88565
Herten,Herten,DE,65306,Europe/Berlin,51.59638,7.14387
Herrenberg,Herrenberg,DE,32649,Europe/Berlin,48.59523,8.86648
Herne,Herne,DE,172108,Europe/Berlin,51.5388,7.22572
Hermsdorf,Hermsdorf,DE,16726,Europe/Berlin,52.61421,13.30587
Herford,Herford,DE,64879,Europe/Berlin,52.11457,8.67343
Herdecke,Herdecke,DE,25618,Europe/Berlin,51.39999,7.43584
Herborn,Herborn,DE,20473,Europe/Berlin,50.68135,8.30369
Heppenheim an der Bergstrasse,Heppenheim an der Bergstrasse,DE,25442,Europe/Berlin,49.64145,8.63206
Hennigsdorf,Hennigsdorf,DE,26122,Europe/Berlin,52.63598,13.20419
Hennef (Sieg),Hennef (Sieg),DE,48002,Europe/Berlin,50.77555,7.28308
Hemmingen,Hemmingen,DE,18470,Europe/Berlin,52.31425,9.72359
Hemer,Hemer,DE,37502,Europe/Berlin,51.38707,7.77019
Helmstedt,Helmstedt,DE,25515,Europe/Berlin,52.2279,11.00985
Hellersdorf,Hellersdorf,DE,84103,Europe/Berlin,52.53319,13.6088
Heinsberg,Heinsberg,DE,41505,Europe/Berlin,51.06358,6.0998
Heilbad Heiligenstadt,Heilbad Heiligenstadt,DE,17230,Europe/Berlin,51.37819,10.13744
Heiligensee,Heiligensee,DE,18099,Europe/Berlin,52.61449,13.24501
Heiligenhaus,Heiligenhaus,DE,27700,Europe/Berlin,51.32662,6.97106
Heilbronn,Heilbronn,DE,120733,Europe/Berlin,49.13995,9.22054
Heidenheim an der Brenz,Heidenheim an der Brenz,DE,50067,Europe/Berlin,48.67798,10.15162
Heidenau,Heidenau,DE,16756,Europe/Berlin,50.97221,13.86741
Heidelberg,Heidelberg,DE,143345,Europe/Berlin,49.40768,8.69079
Heide,Heide,DE,20599,Europe/Berlin,54.19562,9.09742
Hechingen,Hechingen,DE,19400,Europe/Berlin,48.35149,8.96317
Hausbruch,Hausbruch,DE,16927,Europe/Berlin,53.47424,9.88289
Hattingen,Hattingen,DE,56866,Europe/Berlin,51.39894,7.18557
Hattersheim,Hattersheim,DE,25035,Europe/Berlin,50.06906,8.48632
Haßloch,Hassloch,DE,20779,Europe/Berlin,49.36278,8.25806
Haselhorst,Haselhorst,DE,16471,Europe/Berlin,52.54409,13.23743
Harvestehude,Harvestehude,DE,17666,Europe/Berlin,53.5792,9.99064
Harsewinkel,Harsewinkel,DE,24207,Europe/Berlin,51.96224,8.22766
Haren,Haren,DE,22545,Europe/Berlin,52.79262,7.24142
Harburg,Harburg,DE,169221,Europe/Berlin,53.46057,9.98388
Hannover,Hannover,DE,515140,Europe/Berlin,52.37052,9.73322
Hanau am Main,Hanau am Main,DE,88648,Europe/Berlin,50.13423,8.91418
Hamminkeln,Hamminkeln,DE,27433,Europe/Berlin,51.73262,6.59031
Hamm,Hamm,DE,37989,Europe/Berlin,53.55487,10.05742
Hamm,Hamm,DE,178967,Europe/Berlin,51.68033,7.82089
Hameln,Hameln,DE,58666,Europe/Berlin,52.10397,9.35623
Wandsbek,Wandsbek,DE,411422,Europe/Berlin,53.58334,10.08305
Marienthal,Marienthal,DE,287101,Europe/Berlin,53.56667,10.08333
Hamburg-Mitte,Hamburg-Mitte,DE,301231,Europe/Berlin,53.55,10.01667
Eimsbüttel,Eimsbuettel,DE,269118,Europe/Berlin,53.57416,9.95679
Altona,Altona,DE,250192,Europe/Berlin,53.55,9.93333
Hamburg,Hamburg,DE,1845229,Europe/Berlin,53.55073,9.99302
Halver,Halver,DE,17650,Europe/Berlin,51.18612,7.49817
Haltern am See,Haltern am See,DE,37845,Europe/Berlin,51.74297,7.18163
Halstenbek,Halstenbek,DE,16212,Europe/Berlin,53.63301,9.83945
Halle,Halle,DE,21448,Europe/Berlin,52.06007,8.36083
Halle (Saale),Halle (Saale),DE,237865,Europe/Berlin,51.48158,11.97947
Haldensleben I,Haldensleben I,DE,20294,Europe/Berlin,52.28906,11.40982
Halberstadt,Halberstadt,DE,39729,Europe/Berlin,51.89562,11.05622
Hakenfelde,Hakenfelde,DE,31327,Europe/Berlin,52.55877,13.20831
Haiger,Haiger,DE,20218,Europe/Berlin,50.74162,8.20778
Hagen,Hagen,DE,198972,Europe/Berlin,51.36081,7.47168
Haar,Haar,DE,17560,Europe/Berlin,48.10881,11.72653
Haan,Haan,DE,29431,Europe/Berlin,51.19382,7.0133
Gütersloh,Guetersloh,DE,96180,Europe/Berlin,51.90693,8.37853
Güstrow,Guestrow,DE,31217,Europe/Berlin,53.7972,12.17337
Gunzenhausen,Gunzenhausen,DE,16477,Europe/Berlin,49.11663,10.75971
Günzburg,Guenzburg,DE,19737,Europe/Berlin,48.45599,10.27695
Gummersbach,Gummersbach,DE,53131,Europe/Berlin,51.02608,7.56473
Guben,Guben,DE,21608,Europe/Berlin,51.94993,14.7055
Groß-Umstadt,Gross-Umstadt,DE,21758,Europe/Berlin,49.86899,8.9321
Großostheim,Grossostheim,DE,16346,Europe/Berlin,49.91985,9.07596
Groß-Gerau,Gross-Gerau,DE,23641,Europe/Berlin,49.92139,8.48255
Großenhain,Grossenhain,DE,16573,Europe/Berlin,51.28951,13.5335
Gronau,Gronau,DE,46161,Europe/Berlin,52.21099,7.02238
Gröbenzell,Grobenzell,DE,19110,Europe/Berlin,48.2,11.36667
Grimma,Grimma,DE,17991,Europe/Berlin,51.23367,12.71959
Griesheim,Griesheim,DE,25287,Europe/Berlin,49.86085,8.5725
Grevenbroich,Grevenbroich,DE,64779,Europe/Berlin,51.09102,6.5827
Greven,Greven,DE,35080,Europe/Berlin,52.09364,7.59396
Greiz,Greiz,DE,24147,Europe/Berlin,50.65778,12.19918
Universitäts- und Hansestadt Greifswald,Universitats- und Hansestadt Greifswald,DE,52731,Europe/Berlin,54.08905,13.40244
Grefrath,Grefrath,DE,16016,Europe/Berlin,51.3363,6.34072
Göttingen,Goettingen,DE,122149,Europe/Berlin,51.53443,9.93228
Gotha,Gotha,DE,46615,Europe/Berlin,50.94823,10.70193
Goslar,Goslar,DE,43560,Europe/Berlin,51.90425,10.42766
Görlitz,Goerlitz,DE,57751,Europe/Berlin,51.15518,14.98853
Gorbitz,Gorbitz,DE,21599,Europe/Berlin,51.0455,13.66108
Göppingen,Goeppingen,DE,58040,Europe/Berlin,48.70354,9.65209
Gohlis,Gohlis,DE,45924,Europe/Berlin,51.366,12.367
Goch,Goch,DE,33706,Europe/Berlin,51.67873,6.15895
Glinde,Glinde,DE,16210,Europe/Berlin,53.5441,10.20048
Glauchau,Glauchau,DE,26473,Europe/Berlin,50.81987,12.54493
Gladbeck,Gladbeck,DE,76940,Europe/Berlin,51.57077,6.98593
Ginsheim-Gustavsburg,Ginsheim-Gustavsburg,DE,16043,Europe/Berlin,49.9711,8.34532
Gilching,Gilching,DE,16859,Europe/Berlin,48.10755,11.2936
Gifhorn,Gifhorn,DE,43000,Europe/Berlin,52.47774,10.5511
Gießen,Giessen,DE,74411,Europe/Berlin,50.58727,8.67554
Giengen an der Brenz,Giengen an der Brenz,DE,20201,Europe/Berlin,48.62219,10.24312
Gevelsberg,Gevelsberg,DE,32664,Europe/Berlin,51.31971,7.3392
Gesundbrunnen,Gesundbrunnen,DE,93862,Europe/Berlin,52.55035,13.39139
Geseke,Geseke,DE,20602,Europe/Berlin,51.64091,8.5109
Gescher,Gescher,DE,17115,Europe/Berlin,51.954,7.00481
Gersthofen,Gersthofen,DE,20254,Europe/Berlin,48.42432,10.87273
Germersheim,Germersheim,DE,20972,Europe/Berlin,49.2144,8.36687
Germering,Germering,DE,40511,Europe/Berlin,48.13392,11.3765
Gerlingen,Gerlingen,DE,19050,Europe/Berlin,48.79954,9.06316
Geretsried,Geretsried,DE,23364,Europe/Berlin,47.85775,11.48054
Gera,Gera,DE,104659,Europe/Berlin,50.88029,12.08187
Georgsmarienhütte,Georgsmarienhuette,DE,32580,Europe/Berlin,52.20296,8.0448
Gelsenkirchen,Gelsenkirchen,DE,270028,Europe/Berlin,51.50508,7.09654
Gelnhausen,Gelnhausen,DE,21881,Europe/Berlin,50.20164,9.18742
Geldern,Geldern,DE,34013,Europe/Berlin,51.51908,6.32363
Geislingen an der Steige,Geislingen an der Steige,DE,28655,Europe/Berlin,48.62423,9.82736
Geilenkirchen,Geilenkirchen,DE,28334,Europe/Berlin,50.96745,6.11763
Geesthacht,Geesthacht,DE,29487,Europe/Berlin,53.43575,10.3779
Gauting,Gauting,DE,19216,Europe/Berlin,48.06919,11.37703
Garmisch-Partenkirchen,Garmisch-Partenkirchen,DE,26022,Europe/Berlin,47.49209,11.09576
Garching,Garching,DE,15303,Europe/Berlin,48.24896,11.65101
Garbsen,Garbsen,DE,63355,Europe/Berlin,52.41371,9.5899
Ganderkesee,Ganderkesee,DE,31141,Europe/Berlin,53.03333,8.53333
Gaggenau,Gaggenau,DE,29496,Europe/Berlin,48.8,8.33333
Füssen,Fuessen,DE,15608,Europe/Berlin,47.57143,10.70171
Fürth,Furth,DE,112025,Europe/Berlin,49.47593,10.98856
Fürstenwalde,Fuerstenwalde,DE,33539,Europe/Berlin,52.36067,14.06185
Fürstenfeldbruck,Fuerstenfeldbruck,DE,33533,Europe/Berlin,48.17904,11.2547
Fulda,Fulda,DE,63760,Europe/Berlin,50.55162,9.67518
Fröndenberg,Froendenberg,DE,20566,Europe/Berlin,51.47563,7.76946
Frohnau,Frohnau,DE,16689,Europe/Berlin,52.63336,13.29024
Friesoythe,Friesoythe,DE,20311,Europe/Berlin,53.0226,7.85764
Friedrichshain,Friedrichshain Bezirk,DE,117829,Europe/Berlin,52.51559,13.45482
Friedrichshagen,Friedrichshagen,DE,19009,Europe/Berlin,52.45052,13.62463
Friedrichshafen,Friedrichshafen,DE,58403,Europe/Berlin,47.65689,9.47554
Friedrichsfelde,Friedrichsfelde,DE,55423,Europe/Berlin,52.50575,13.50812
Friedrichsdorf,Friedrichsdorf,DE,24435,Europe/Berlin,50.24962,8.64281
Friedenau,Friedenau,DE,27998,Europe/Berlin,52.47133,13.32813
Friedberg,Friedberg,DE,27484,Europe/Berlin,50.33739,8.75591
Friedberg,Friedberg,DE,29916,Europe/Berlin,48.35693,10.98461
Freudenstadt,Freudenstadt,DE,23868,Europe/Berlin,48.46695,8.41371
Freudenberg,Freudenberg,DE,18601,Europe/Berlin,50.89741,7.87415
Freital,Freital,DE,39027,Europe/Berlin,51.00166,13.6488
Freising,Freising,DE,42570,Europe/Berlin,48.40351,11.74876
Freilassing,Freilassing,DE,15909,Europe/Berlin,47.84085,12.98114
Freiburg,Freiburg,DE,215966,Europe/Berlin,47.9959,7.85222
Freiberg am Neckar,Freiberg am Neckar,DE,15235,Europe/Berlin,48.93196,9.2024
Freiberg,Freiberg,DE,43670,Europe/Berlin,50.91089,13.33881
Frechen,Frechen,DE,48733,Europe/Berlin,50.91485,6.8118
Frankfurt am Main,Frankfurt am Main,DE,650000,Europe/Berlin,50.11552,8.68417
Frankfurt (Oder),Frankfurt (Oder),DE,57015,Europe/Berlin,52.34714,14.55062
Frankenthal,Frankenthal,DE,47438,Europe/Berlin,49.53414,8.35357
Frankenberg,Frankenberg,DE,19276,Europe/Berlin,51.0589,8.80077
Frankenberg,Frankenberg,DE,16850,Europe/Berlin,50.91297,13.04011
Forst,Forst,DE,22843,Europe/Berlin,51.73544,14.63971
Forchheim,Forchheim,DE,30442,Europe/Berlin,49.71754,11.05877
Flörsheim,Floersheim,DE,20023,Europe/Berlin,50.01311,8.42779
Flensburg,Flensburg,DE,85838,Europe/Berlin,54.78805,9.43722
Fischeln,Fischeln,DE,26030,Europe/Berlin,51.30353,6.58836
Finsterwalde,Finsterwalde,DE,18922,Europe/Berlin,51.63388,13.70662
Stuttgart Feuerbach,Stuttgart Feuerbach,DE,28046,Europe/Berlin,48.80867,9.15719
Fellbach,Fellbach,DE,43935,Europe/Berlin,48.80912,9.27697
Falkensee,Falkensee,DE,37468,Europe/Berlin,52.56014,13.0927
Eving,Eving,DE,38687,Europe/Berlin,51.55177,7.48087
Eutin,Eutin,DE,16984,Europe/Berlin,54.13503,10.61148
Euskirchen,Euskirchen,DE,54889,Europe/Berlin,50.66057,6.78722
Ettlingen,Ettlingen,DE,38942,Europe/Berlin,48.94094,8.40763
Esslingen,Esslingen,DE,92390,Europe/Berlin,48.73961,9.30473
Essen,Essen,DE,593085,Europe/Berlin,51.45657,7.01228
Espelkamp,Espelkamp,DE,26378,Europe/Berlin,52.38251,8.62127
Eschweiler,Eschweiler,DE,55778,Europe/Berlin,50.81854,6.27184
Eschwege,Eschwege,DE,21191,Europe/Berlin,51.18386,10.05329
Eschborn,Eschborn,DE,21641,Europe/Berlin,50.14328,8.57111
Erwitte,Erwitte,DE,16081,Europe/Berlin,51.6127,8.3384
Erlangen,Erlangen,DE,102675,Europe/Berlin,49.59099,11.00783
Erkrath,Erkrath,DE,47815,Europe/Berlin,51.22235,6.90831
Erkelenz,Erkelenz,DE,44650,Europe/Berlin,51.07947,6.31531
Erfurt,Erfurt,DE,213692,Europe/Berlin,50.97734,11.03536
Erftstadt,Erftstadt,DE,51207,Europe/Berlin,50.81481,6.79387
Erding,Erding,DE,33519,Europe/Berlin,48.30603,11.90686
Eppingen,Eppingen,DE,21179,Europe/Berlin,49.13645,8.91229
Eppendorf,Eppendorf,DE,24806,Europe/Berlin,53.5924,9.98752
Eppelborn,Eppelborn,DE,18079,Europe/Berlin,49.4,6.96667
Ennigerloh,Ennigerloh,DE,20713,Europe/Berlin,51.83843,8.03093
Ennepetal,Ennepetal,DE,32607,Europe/Berlin,51.29848,7.3629
Enger,Enger,DE,19852,Europe/Berlin,52.14063,8.55772
Engelskirchen,Engelskirchen,DE,20786,Europe/Berlin,50.98854,7.41391
Emsdetten,Emsdetten,DE,35582,Europe/Berlin,52.1734,7.52781
Emmerich,Emmerich,DE,30869,Europe/Berlin,51.83933,6.24792
Emmendingen,Emmendingen,DE,27383,Europe/Berlin,48.12096,7.85359
Emden,Emden,DE,51526,Europe/Berlin,53.36745,7.20778
Eltville,Eltville,DE,16845,Europe/Berlin,50.02858,8.11754
Elsdorf,Elsdorf,DE,21967,Europe/Berlin,50.93739,6.56828
Elmshorn,Elmshorn,DE,48703,Europe/Berlin,53.74912,9.66176
Elmschenhagen,Elmschenhagen,DE,17097,Europe/Berlin,54.28949,10.1899
Ellwangen,Ellwangen,DE,24477,Europe/Berlin,48.96164,10.13173
Eitorf,Eitorf,DE,19761,Europe/Berlin,50.76667,7.45
Eißendorf,Eissendorf,DE,24863,Europe/Berlin,53.45216,9.95131
Eislingen,Eislingen,DE,21243,Europe/Berlin,48.69515,9.70676
Eisenhüttenstadt,Eisenhuettenstadt,DE,32052,Europe/Berlin,52.15,14.65
Eisenach,Eisenach,DE,43846,Europe/Berlin,50.9807,10.31522
Einbeck,Einbeck,DE,27931,Europe/Berlin,51.82018,9.86961
Eilenburg,Eilenburg,DE,17609,Europe/Berlin,51.45984,12.63338
Eilbek,Eilbek,DE,22235,Europe/Berlin,53.56985,10.05776
Ehingen,Ehingen,DE,27276,Europe/Berlin,48.28259,9.72749
Eggenstein-Leopoldshafen,Eggenstein-Leopoldshafen,DE,15189,Europe/Berlin,49.09006,8.39879
Edewecht,Edewecht,DE,20658,Europe/Berlin,53.12699,7.98406
Eckernförde,Eckernfoerde,DE,23383,Europe/Berlin,54.46854,9.83824
Eberswalde,Eberswalde,DE,41980,Europe/Berlin,52.83492,13.81951
Ebersbach an der Fils,Ebersbach an der Fils,DE,15919,Europe/Berlin,48.716,9.5236
Eberbach,Eberbach,DE,15624,Europe/Berlin,49.4668,8.99016
Düsseldorf,Duesseldorf,DE,620523,Europe/Berlin,51.22172,6.77616
Düren,Dueren,DE,93440,Europe/Berlin,50.80434,6.49299
Dülmen,Duelmen,DE,47495,Europe/Berlin,51.83149,7.28075
Duisburg,Duisburg,DE,504358,Europe/Berlin,51.43247,6.76516
Duderstadt,Duderstadt,DE,22910,Europe/Berlin,51.51312,10.25951
Dresden,Dresden,DE,556227,Europe/Berlin,51.05089,13.73832
Drensteinfurt,Drensteinfurt,DE,15260,Europe/Berlin,51.79535,7.73815
Dreieich,Dreieich,DE,40367,Europe/Berlin,50.01997,8.69611
Dotzheim,Dotzheim,DE,27557,Europe/Berlin,50.07438,8.19503
Dortmund,Dortmund,DE,588462,Europe/Berlin,51.51494,7.466
Dorsten,Dorsten,DE,79981,Europe/Berlin,51.66166,6.96514
Dormagen,Dormagen,DE,63582,Europe/Berlin,51.09683,6.83167
Donauwörth,Donauwoerth,DE,18364,Europe/Berlin,48.71804,10.7793
Donaueschingen,Donaueschingen,DE,21604,Europe/Berlin,47.95514,8.49707
Döbeln,Doebeln,DE,21338,Europe/Berlin,51.1221,13.11027
Ditzingen,Ditzingen,DE,24149,Europe/Berlin,48.82672,9.06703
Dinslaken,Dinslaken,DE,70573,Europe/Berlin,51.56227,6.7434
Dingolfing,Dingolfing,DE,18805,Europe/Berlin,48.64244,12.49283
Dillingen an der Donau,Dillingen an der Donau,DE,18734,Europe/Berlin,48.58153,10.49527
Dillingen,Dillingen,DE,21526,Europe/Berlin,49.35557,6.72781
Dillenburg,Dillenburg,DE,24461,Europe/Berlin,50.74114,8.28699
Dietzenbach,Dietzenbach,DE,33256,Europe/Berlin,50.00976,8.77783
Diepholz,Diepholz,DE,16783,Europe/Berlin,52.60783,8.37005
Dieburg,Dieburg,DE,15168,Europe/Berlin,49.89738,8.84613
Deutz,Deutz,DE,15238,Europe/Berlin,50.93463,6.97495
Detmold,Detmold,DE,73680,Europe/Berlin,51.93855,8.87318
Dessau,Dessau,DE,67747,Europe/Berlin,51.83864,12.24555
Delmenhorst,Delmenhorst,DE,75893,Europe/Berlin,53.0511,8.63091
Delitzsch,Delitzsch,DE,24998,Europe/Berlin,51.52546,12.34284
Delbrück,Delbrueck,DE,29884,Europe/Berlin,51.76503,8.56223
Deggendorf,Deggendorf,DE,31081,Europe/Berlin,48.84085,12.96068
Datteln,Datteln,DE,36338,Europe/Berlin,51.65598,7.3453
Darmstadt,Darmstadt,DE,140385,Europe/Berlin,49.87167,8.65027
Damme,Damme,DE,16024,Europe/Berlin,52.52157,8.19793
Dahlem,Dahlem,DE,16916,Europe/Berlin,52.4581,13.28702
Dachau,Dachau,DE,39740,Europe/Berlin,48.26,11.43402
Cuxhaven,Cuxhaven,DE,52677,Europe/Berlin,53.86828,8.69902
Crimmitschau,Crimmitschau,DE,22442,Europe/Berlin,50.81644,12.39045
Crailsheim,Crailsheim,DE,32262,Europe/Berlin,49.13444,10.07193
Cottbus,Cottbus,DE,84754,Europe/Berlin,51.75769,14.32888
Coswig,Coswig,DE,22304,Europe/Berlin,51.13204,13.58312
Coesfeld,Coesfeld,DE,36631,Europe/Berlin,51.94349,7.16809
Coburg,Coburg,DE,41901,Europe/Berlin,50.25937,10.96384
Cloppenburg,Cloppenburg,DE,31177,Europe/Berlin,52.84754,8.045
Clausthal-Zellerfeld,Clausthal-Zellerfeld,DE,15345,Europe/Berlin,51.80949,10.33821
Chemnitz,Chemnitz,DE,247220,Europe/Berlin,50.8357,12.92922
Charlottenburg,Charlottenburg,DE,129359,Europe/Berlin,52.51667,13.28333
Cham,Cham,DE,17314,Europe/Berlin,49.22565,12.65501
Celle,Celle,DE,71010,Europe/Berlin,52.62264,10.08047
Castrop-Rauxel,Castrop-Rauxel,DE,77924,Europe/Berlin,51.55657,7.31155
Calw,Calw,DE,23740,Europe/Berlin,48.71419,8.74031
Buxtehude,Buxtehude,DE,38192,Europe/Berlin,53.46994,9.68968
Butzbach,Butzbach,DE,25156,Europe/Berlin,50.43395,8.67122
Bürstadt,Buerstadt,DE,15348,Europe/Berlin,49.64266,8.45936
Burscheid,Burscheid,DE,19215,Europe/Berlin,51.08468,7.11393
Burghausen,Burghausen,DE,18263,Europe/Berlin,48.16925,12.83139
Burgdorf,Burgdorf,DE,30899,Europe/Berlin,52.44628,10.0064
Burg bei Magdeburg,Burg bei Magdeburg,DE,24958,Europe/Berlin,52.27152,11.85493
Büren,Bueren,DE,22263,Europe/Berlin,51.55109,8.55956
Bünde,Buende,DE,45376,Europe/Berlin,52.19837,8.58644
Bühl,Buhl,DE,29193,Europe/Berlin,48.69676,8.13523
Gelsenkirchen,Gelsenkirchen,DE,32919,Europe/Berlin,51.5774,7.0518
Büdingen,Buedingen,DE,21579,Europe/Berlin,50.29013,9.1114
Buckow,Buckow,DE,40146,Europe/Berlin,52.42162,13.43613
Bückeburg,Bueckeburg,DE,19351,Europe/Berlin,52.26065,9.04939
Buchholz in der Nordheide,Buchholz in der Nordheide,DE,40849,Europe/Berlin,53.32641,9.86812
Französisch Buchholz,Franzoesisch Buchholz,DE,21449,Europe/Berlin,52.60242,13.43019
Buchen in Odenwald,Buchen in Odenwald,DE,17773,Europe/Berlin,49.52416,9.32293
Brühl,Bruehl,DE,44137,Europe/Berlin,50.82928,6.90499
Brüggen,Bruggen,DE,16105,Europe/Berlin,51.24053,6.18376
Bruckmühl,Bruckmuhl,DE,15851,Europe/Berlin,47.87859,11.91098
Bruchsal,Bruchsal,DE,45364,Europe/Berlin,49.12426,8.59804
Bruchköbel,Bruchkoebel,DE,20892,Europe/Berlin,50.17853,8.92315
Britz,Britz,DE,42846,Europe/Berlin,52.44293,13.43388
Brilon,Brilon,DE,27030,Europe/Berlin,51.39462,8.57146
Bretten,Bretten,DE,28144,Europe/Berlin,49.03685,8.70745
Bremervörde,Bremervoerde,DE,19268,Europe/Berlin,53.48513,9.14644
Bremerhaven,Bremerhaven,DE,113557,Europe/Berlin,53.55357,8.57553
Bremen,Bremen,DE,546501,Europe/Berlin,53.07582,8.80717
Braunschweig,Braunschweig,DE,244715,Europe/Berlin,52.26594,10.52673
Brandenburg an der Havel,Brandenburg an der Havel,DE,59826,Europe/Berlin,52.41667,12.55
Bramsche,Bramsche,DE,31394,Europe/Berlin,52.40881,7.97288
Brakel,Brakel,DE,17808,Europe/Berlin,51.7175,9.18596
Brake (Unterweser),Brake (Unterweser),DE,16150,Europe/Berlin,53.33333,8.48333
Brackenheim,Brackenheim,DE,15083,Europe/Berlin,49.07787,9.06601
Bottrop,Bottrop,DE,119909,Europe/Berlin,51.52392,6.9285
Bornheim,Bornheim,DE,48523,Europe/Berlin,50.76313,6.99089
Borna,Borna,DE,18806,Europe/Berlin,51.12416,12.49639
Borken,Borken,DE,40876,Europe/Berlin,51.84382,6.85774
Boppard,Boppard,DE,16215,Europe/Berlin,50.23085,7.58992
Bonn,Bonn,DE,330579,Europe/Berlin,50.73438,7.09549
Bönen,Bonen,DE,19393,Europe/Berlin,51.6,7.76667
Bogenhausen,Bogenhausen,DE,77542,Europe/Berlin,48.15221,11.61585
Bockum,Bockum,DE,20617,Europe/Berlin,51.34696,6.61589
Bochum,Bochum,DE,385729,Europe/Berlin,51.48165,7.21648
Bocholt,Bocholt,DE,73943,Europe/Berlin,51.83879,6.61531
Böblingen,Boeblingen,DE,46282,Europe/Berlin,48.68212,9.01171
Bobingen,Bobingen,DE,16682,Europe/Berlin,48.27091,10.8339
Blomberg,Blomberg,DE,17183,Europe/Berlin,51.94331,9.09067
Blieskastel,Blieskastel,DE,23212,Europe/Berlin,49.23724,7.25617
Blasewitz,Blasewitz,DE,24863,Europe/Berlin,51.05305,13.79831
Blankenburg,Blankenburg,DE,15963,Europe/Berlin,51.79025,10.95509
Bitterfeld-Wolfen,Bitterfeld-Wolfen,DE,15608,Europe/Berlin,51.62355,12.32395
Bingen am Rhein,Bingen am Rhein,DE,24657,Europe/Berlin,49.96675,7.8992
Billstedt,Billstedt,DE,71077,Europe/Berlin,53.55,10.13333
Bietigheim-Bissingen,Bietigheim-Bissingen,DE,41769,Europe/Berlin,48.94407,9.11755
Biesdorf,Biesdorf,DE,28955,Europe/Berlin,52.50906,13.5534
Bielefeld,Bielefeld,DE,331906,Europe/Berlin,52.03333,8.53333
Biebrich,Biebrich,DE,38758,Europe/Berlin,50.0415,8.24878
Biberach an der Riß,Biberach an der Riss,DE,32333,Europe/Berlin,48.09345,9.79053
Bexbach,Bexbach,DE,19115,Europe/Berlin,49.34615,7.25527
Beverungen,Beverungen,DE,15266,Europe/Berlin,51.66801,9.37417
Bernburg,Bernburg,DE,32113,Europe/Berlin,51.79464,11.7401
Bernau bei Berlin,Bernau bei Berlin,DE,34866,Europe/Berlin,52.67982,13.58708
Berlin,Berlin,DE,3426354,Europe/Berlin,52.52437,13.41053
Bergneustadt,Bergneustadt,DE,20567,Europe/Berlin,51.02496,7.65599
Bergkamen,Bergkamen,DE,52329,Europe/Berlin,51.61633,7.64451
Bergisch Gladbach,Bergisch Gladbach,DE,106184,Europe/Berlin,50.9856,7.13298
Bergheim,Bergheim,DE,63558,Europe/Berlin,50.95572,6.63986
Bensheim,Bensheim,DE,39439,Europe/Berlin,49.68369,8.61839
Bendorf,Bendorf,DE,17495,Europe/Berlin,50.42289,7.57924
Bedburg,Bedburg,DE,24937,Europe/Berlin,50.99258,6.57128
Beckum,Beckum,DE,37814,Europe/Berlin,51.75571,8.04075
Beckingen,Beckingen,DE,15983,Europe/Berlin,49.4,6.7
Bayreuth,Bayreuth,DE,75061,Europe/Berlin,49.94782,11.57893
Bautzen,Bautzen,DE,41972,Europe/Berlin,51.18035,14.43494
Baunatal,Baunatal,DE,28173,Europe/Berlin,51.25182,9.40747
Baumschulenweg,Baumschulenweg,DE,18894,Europe/Berlin,52.46583,13.48523
Bassum,Bassum,DE,16191,Europe/Berlin,52.85059,8.72791
Bamberg,Bamberg,DE,70047,Europe/Berlin,49.89873,10.90067
Balingen,Balingen,DE,34414,Europe/Berlin,48.27525,8.85464
Baiersbronn,Baiersbronn,DE,16248,Europe/Berlin,48.50318,8.37699
Baesweiler,Baesweiler,DE,27834,Europe/Berlin,50.90964,6.18874
Bad Zwischenahn,Bad Zwischenahn,DE,27550,Europe/Berlin,53.18333,8
Bad Wildungen,Bad Wildungen,DE,18037,Europe/Berlin,51.11963,9.12475
Bad Waldsee,Bad Waldsee,DE,19840,Europe/Berlin,47.92027,9.7549
Bad Vilbel,Bad Vilbel,DE,30736,Europe/Berlin,50.17866,8.73756
Bad Tölz,Bad Toelz,DE,17434,Europe/Berlin,47.76111,11.5589
Bad Soden am Taunus,Bad Soden am Taunus,DE,22871,Europe/Berlin,50.1408,8.50449
Bad Segeberg,Bad Segeberg,DE,16052,Europe/Berlin,53.93775,10.30745
Bad Schwartau,Bad Schwartau,DE,19722,Europe/Berlin,53.91887,10.69691
Bad Salzungen,Bad Salzungen,DE,16410,Europe/Berlin,50.81342,10.2361
Bad Salzuflen,Bad Salzuflen,DE,54899,Europe/Berlin,52.0862,8.74434
